seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
6,25,1989,medium,famiclone,atlas,8.80,169.6,166.0,1.021,1,6,1,960000,5088359,43800,23030,5109129,8.00
6,26,1989,medium,famiclone,atlas,8.10,172.2,166.0,1.037,0,6,1,960000,5088358,43800,23030,5109128,8.00
6,27,1989,medium,famiclone,atlas,8.30,173.7,166.0,1.046,0,6,1,656960,3468308,43800,23030,3489078,5.47
6,28,1990,medium,famiclone,atlas,8.30,166.0,166.0,1.000,0,6,1,656960,3468308,43800,23030,3489078,5.47
6,29,1990,medium,famiclone,atlas,8.80,173.2,166.0,1.044,3,6,0,656960,3471907,40200,21160,3490947,5.47
6,30,1990,medium,famiclone,atlas,9.50,184.4,166.0,1.111,0,6,1,656960,3468308,43800,23030,3489078,5.47
6,32,1990,medium,famiclone,atlas,9.30,182.1,166.0,1.097,2,6,0,656960,3471907,40200,21160,3490947,5.47
6,31,1990,medium,famiclone,atlas,7.60,157.6,166.0,0.950,2,6,0,452376,2378201,40200,21160,2397241,3.77
6,33,1990,medium,famiclone,atlas,8.90,178.9,166.0,1.078,0,6,1,402800,2109569,43800,23030,2130339,3.36
6,35,1991,medium,famiclone,atlas,8.30,164.0,166.0,0.988,2,6,0,402800,2113166,40200,21160,2132206,3.36
6,36,1991,medium,famiclone,atlas,9.10,169.9,166.0,1.024,2,6,0,402800,2113168,40200,21160,2132208,3.36
6,34,1991,medium,famiclone,atlas,8.50,169.3,166.0,1.020,1,6,1,338120,1763791,43800,23030,1784561,2.82
6,37,1991,medium,famiclone,atlas,8.70,168.0,166.0,1.012,0,6,1,402800,2109567,43800,23030,2130337,3.36
6,38,1991,medium,famiclone,atlas,7.80,171.1,166.0,1.031,2,6,0,126274,634858,40200,21160,653898,1.05
6,39,1992,medium,famiclone,atlas,7.40,164.3,166.0,0.990,0,6,1,34568,140999,43800,23030,161769,0.29
6,40,1992,medium,ibm_compatible,atlas,7.30,156.9,166.0,0.945,3,6,0,144655,832850,26400,13911,845339,1.61
6,41,1992,medium,ibm_compatible,atlas,8.40,174.9,166.0,1.054,0,6,1,427840,2512669,28700,15121,2526248,4.75
6,43,1992,medium,ibm_compatible,atlas,9.80,182.1,166.0,1.097,3,6,0,427840,2514969,26400,13911,2527458,4.75
6,42,1992,medium,ibm_compatible,atlas,8.10,161.0,166.0,0.970,2,6,0,366922,2153116,26400,13911,2165605,4.08
6,44,1992,medium,ibm_compatible,atlas,8.60,178.0,166.0,1.072,0,6,1,480960,2828203,28700,15121,2841782,5.34
6,45,1993,medium,ibm_compatible,atlas,8.30,176.8,166.0,1.065,0,6,1,480960,2828203,28700,15121,2841782,5.34
6,46,1993,large,pocket_play,atlas,9.80,1327.0,444.0,2.989,0,36,1,640000,4186419,375500,197609,4364310,8.00
6,47,1994,large,pocket_play,atlas,9.80,1367.4,444.0,3.080,0,37,1,469440,2957168,389000,204745,3141423,5.87
6,48,1995,large,mega16,atlas,9.80,1314.4,444.0,2.960,0,36,1,490560,2858240,559000,294187,3123053,4.91
